iters cors rmsds mean_rmsd id
476 6000 0.504761904761905 0.733 2.21766666666667 2LDL
477 7000 0.40952380952381 0.733 2.21766666666667 2LDL
478 8000 0.447619047619048 0.733 2.70166666666667 2LDL
479 9000 0.504761904761905 0.733 2.70166666666667 2LDL
480 10000 0.523809523809524 0.733 2.21766666666667 2LDL
491 1000 0.40952380952381 2.148 2.19133333333333 1NC0
492 2000 0.676190476190476 0.845 1.48433333333333 1NC0
493 3000 0.6 0.845 2.19133333333333 1NC0
494 4000 0.580952380952381 3.581 2.19133333333333 1NC0
495 5000 0.619047619047619 3.581 2.19133333333333 1NC0
496 6000 0.580952380952381 3.581 2.19133333333333 1NC0
497 7000 0.619047619047619 2.148 2.19133333333333 1NC0
498 8000 0.580952380952381 3.581 2.19133333333333 1NC0
499 9000 0.695238095238095 0.845 2.19133333333333 1NC0
500 10000 0.6 0.845 2.19133333333333 1NC0
511 1000 0.714285714285714 0 0.74 1OW9
512 2000 0.714285714285714 0 0.74 1OW9
513 3000 0.714285714285714 0 0.74 1OW9
514 4000 0.771428571428572 0 0.74 1OW9
515 5000 0.790476190476191 0 0.74 1OW9
516 6000 0.752380952380952 0 0.74 1OW9
517 7000 0.733333333333333 0 0.74 1OW9
518 8000 0.733333333333333 0 0.74 1OW9
519 9000 0.695238095238095 0 0.74 1OW9
520 10000 0.733333333333333 0 0.74 1OW9
521 1000 0.790476190476191 0 0.769 1YSV
522 2000 0.771428571428572 0.771 0.769 1YSV
523 3000 0.80952380952381 0 0.769 1YSV
524 4000 0.80952380952381 0 0.769 1YSV
525 5000 0.790476190476191 1.536 0.769 1YSV
526 6000 0.828571428571429 0.771 0.769 1YSV
527 7000 0.790476190476191 0.771 0.769 1YSV
528 8000 0.771428571428572 1.536 0.769 1YSV
529 9000 0.80952380952381 0.771 0.769 1YSV
530 10000 0.771428571428572 0.771 1.79766666666667 1YSV
531 1000 0.657142857142857 0 0.506333333333333 2KOC
532 2000 0.619047619047619 0.506 0.506333333333333 2KOC
533 3000 0.6 0.506 0.506333333333333 2KOC
534 4000 0.657142857142857 1.013 0.506333333333333 2KOC
535 5000 0.638095238095238 0.506 0.506333333333333 2KOC
536 6000 0.638095238095238 0.506 0.506333333333333 2KOC
537 7000 0.638095238095238 1.013 0.506333333333333 2KOC
538 8000 0.6 1.013 0.506333333333333 2KOC
539 9000 0.638095238095238 1.013 0.506333333333333 2KOC
540 10000 0.657142857142857 1.013 0.506333333333333 2KOC
571 1000 0.619047619047619 0 1.03766666666667 1Z2J
572 2000 0.695238095238095 0 1.03766666666667 1Z2J
573 3000 0.752380952380952 0 1.03766666666667 1Z2J
574 4000 0.676190476190476 1.023 1.03766666666667 1Z2J
575 5000 0.695238095238095 0 1.03766666666667 1Z2J
576 6000 0.657142857142857 0 1.89666666666667 1Z2J
577 7000 0.695238095238095 0 1.89666666666667 1Z2J
578 8000 0.733333333333333 1.023 1.03766666666667 1Z2J
579 9000 0.638095238095238 1.023 1.89666666666667 1Z2J
580 10000 0.657142857142857 1.023 1.89666666666667 1Z2J
581 1000 0.648351648351648 1.79 1.76333333333333 2L3E
582 2000 0.736263736263736 1.79 0.91 2L3E
583 3000 0.67032967032967 1.79 1.76333333333333 2L3E
584 4000 0.714285714285714 1.79 1.76333333333333 2L3E
585 5000 0.67032967032967 1.79 1.76333333333333 2L3E
586 6000 0.604395604395604 1.79 1.76333333333333 2L3E
587 7000 0.626373626373626 1.79 1.76333333333333 2L3E
588 8000 0.604395604395604 1.79 1.76333333333333 2L3E
589 9000 0.516483516483517 2.56 1.76333333333333 2L3E
590 10000 0.582417582417582 1.79 1.76333333333333 2L3E
